response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0750,38:00.4,35-44 years,Male,Tier 2 Cities,Homemaker,Professional degree,"₹50,001 - ₹75,000",Married with children,5 or more,Once a week,Instagram Shopping|Ajio|Myntra|Meesho|Other,Fashion - Men's Clothing|Electronics|Wellness - Fitness Equipment|Books|Fashion - Footwear|Wellness - Aromatherapy|Wellness - Skincare|Wellness - Yoga & Meditation,Equally use multiple devices,"Below ₹1,000","₹3,001 - ₹5,000",₹0,"₹1 - ₹1,000",Every 6 months,Never,Every 6 months,Unique/Exclusive Products|Product Quality|Customer Service,Slow delivery|Poor quality products,Moderately Important,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Very Important,Very Important,Extremely Important,Moderately Important,Extremely important,6-10% more,Very important,Trendy & Fashion-forward,Online Ads|Other|Platform Recommendations,Footwear|Men's Fashion|Wellness - Fitness Products|Ethnic Wear|Home Décor - Kitchen & Dining,Virtual try-on for clothes/décor|Same-day delivery|Live shopping events,Probably will try (4),"₹501 - ₹1,500",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Personalized Experience,,,No
RESP_0751,53:22.4,18-24 years,Female,Tier 1 Cities,Student,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,1 (Living alone),Once a month,Amazon|Other|Myntra|Instagram Shopping,Fashion - Women's Clothing|Wellness - Haircare|Fashion - Accessories|Fashion - Footwear|Fashion - Kids' Clothing,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000",₹0,"₹1 - ₹1,000",Quarterly,Never,Once a year,Price/Discounts|Product Quality|User-friendly Website/App,Poor quality products|Not enough sustainable/ethical options|Poor customer service,Moderately Important,Very Important,Very Important,Slightly Important,Moderately Important,Very Important,Extremely Important,Moderately Important,Very Important,Very important,11-20% more,Very important,Trendy & Fashion-forward,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Online Ads|Search Engines (Google)|Email Newsletters|Influencer Recommendations",Wellness - Skincare|Women's Fashion|Western Wear|Footwear,Personalized style recommendations|Style consultation services|Rent/Trial before purchase|Virtual try-on for clothes/décor,Definitely will try (5),"₹3,001 - ₹5,000",Probably yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Easy Returns,,,Yes
RESP_0752,20:52.4,45-54 years,Male,Tier 2 Cities,Homemaker,Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Married with children,5 or more,Once a week,Urban Ladder|Meesho|Flipkart,Wellness - Fitness Equipment|Wellness - Skincare,Smartphone,"₹2,501 - ₹5,000",₹0,₹0,"₹1,001 - ₹2,000",Never,Never,Weekly,Product Quality|User-friendly Website/App|Price/Discounts,Complicated return process|Poor quality products,Not Important,Very Important,Not Important,Slightly Important,Very Important,Extremely Important,Very Important,Moderately Important,Not Important,Slightly important,I wouldn't pay more,Extremely important,Impulsive,Other|Platform Recommendations|Email Newsletters|Search Engines (Google),Men's Fashion|Wellness - Fitness Products|Home Décor - Kitchen & Dining|Home Décor - Decorative Items|Ethnic Wear,Same-day delivery|Rent/Trial before purchase,Definitely won't try (1),₹0,Not sure,NO,Already satisfied with current platforms,N/A,,,No
RESP_0753,21:53.4,35-44 years,Male,Metro Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹25,000 - ₹50,000",Married with children,03-Apr,Once a week,Other|Brand Websites directly|FirstCry|Flipkart|Meesho,Fashion - Men's Clothing|Fashion - Footwear|Books|Wellness - Fitness Equipment|Fashion - Kids' Clothing|Home Décor - Furnishings|Wellness - Haircare|Wellness - Supplements & Vitamins,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000","₹1,001 - ₹2,500",₹0,Quarterly,Every 6 months,Never,Customer Reviews|Product Quality|Unique/Exclusive Products,Payment security concerns|Misleading product descriptions/images|Complicated return process|Lack of Indian/artisan products,Moderately Important,Very Important,Slightly Important,Not Important,Slightly Important,Extremely Important,Very Important,Moderately Important,Extremely Important,Extremely important,Price doesn't matter if sustainable,Extremely important,Classic & Timeless,Search Engines (Google)|Word of Mouth (Friends/Family)|Email Newsletters|Platform Recommendations,Men's Fashion|Wellness - Fitness Products|Home Décor - Furnishings|Fashion Accessories|Wellness - Haircare|Kids' Fashion,Custom/personalized products|Loyalty rewards program,Definitely will try (5),₹1 - ₹500,Not sure,NO,Price concerns,N/A,,,No
RESP_0754,07:37.4,25-34 years,Male,Tier 1 Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,00,001 - ₹1,50,000",Single,2,Once a week,Meesho|Myntra|Brand Websites directly|FirstCry|Pepperfry,Fashion - Men's Clothing|Books|Fashion - Kids' Clothing|Other|Wellness - Skincare,Laptop/Desktop,"₹5,001 - ₹10,000","₹1,501 - ₹3,000",₹0,"₹1,001 - ₹2,000",Monthly,Never,Quarterly,User-friendly Website/App|Unique/Exclusive Products|Sustainable/Eco-friendly Products,Complicated return process|Misleading product descriptions/images|Slow delivery|High shipping charges|Other,Slightly Important,Moderately Important,Very Important,Slightly Important,Moderately Important,Not Important,Very Important,Slightly Important,Moderately Important,Very important,6-10% more,Slightly important,Trendy & Fashion-forward,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Fashion/Lifestyle Blogs/Magazines|Email Newsletters|Online Ads|Other",Wellness - Fitness Products|Home Décor - Furniture|Footwear|Kids' Fashion,Custom/personalized products|Same-day delivery|Rent/Trial before purchase|Subscription boxes|Live shopping events|Virtual try-on for clothes/décor,Probably will try (4),₹1 - ₹500,Definitely yes,NO,Price concerns,N/A,,,Yes
RESP_0755,46:57.4,18-24 years,Non-binary,Tier 3 Cities/Towns,Salaried Professional (Government/PSU),Professional degree,"₹1,50,001 - ₹2,00,000",Single,1 (Living alone),Once every few months,Myntra|Urban Ladder|Instagram Shopping|Meesho,Wellness - Fitness Equipment|Books|Fashion - Men's Clothing|Fashion - Footwear|Home Décor - Lighting|Electronics|Wellness - Haircare|Wellness - Yoga & Meditation,Smartphone,"₹2,501 - ₹5,000","₹5,001 - ₹10,000","₹5,001 - ₹10,000","₹1,001 - ₹2,000",Quarterly,Monthly,Quarterly,Customer Reviews|Easy Returns/Exchanges|Fast Delivery,Poor customer service|Poor quality products|Slow delivery,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Slightly Important,Very Important,Extremely Important,Extremely Important,Very important,6-10% more,Moderately important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Search Engines (Google)|Other",Men's Fashion|Footwear|Home Décor - Furniture|Home Décor - Furnishings|Wellness - Skincare,Style consultation services|Subscription boxes|Same-day delivery|Virtual try-on for clothes/décor,Probably won't try (2),₹0,Definitely not,YES,N/A,Sustainability Focus|Exclusive Products|Excellent Customer Service,,,Yes
RESP_0756,59:51.4,35-44 years,Female,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹75,001 - ₹1,00,000",Married with children,5 or more,Once every few months,Brand Websites directly|Instagram Shopping|Myntra,Home Décor - Furnishings|Fashion - Women's Clothing|Wellness - Haircare|Wellness - Yoga & Meditation|Books|Other|Home Décor - Kitchen & Dining,Smartphone,"₹2,501 - ₹5,000","₹1,501 - ₹3,000","₹5,001 - ₹10,000","₹1,001 - ₹2,000",Quarterly,Every 6 months,Weekly,Customer Service|Easy Returns/Exchanges|Fast Delivery,Not enough sustainable/ethical options|Too many options (overwhelming),Very Important,Very Important,Very Important,Moderately Important,Extremely Important,Slightly Important,Slightly Important,Moderately Important,Extremely Important,Very important,6-10% more,Very important,Impulsive,"Social Media (Instagram, Facebook, YouTube)|Other|Platform Recommendations",Women's Fashion|Home Décor - Furnishings|Home Décor - Kitchen & Dining|Western Wear|Kids' Fashion|Men's Fashion|Wellness - Skincare,Subscription boxes|Personalized style recommendations|Same-day delivery|Rent/Trial before purchase,Maybe/Not sure (3),₹0,Probably yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Excellent Customer Service,,,No
RESP_0757,01:40.4,35-44 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),High School or below,"₹75,001 - ₹1,00,000",Married with children,03-Apr,Once a week,Nykaa|Other|Myntra|Instagram Shopping|Amazon|Meesho,Home Décor - Furnishings|Fashion - Women's Clothing|Wellness - Skincare|Fashion - Men's Clothing|Books|Wellness - Haircare,Smartphone,"₹1,000 - ₹2,500","₹1 - ₹1,500","Above ₹10,000","₹1 - ₹1,000",Monthly,Quarterly,Once a year,Customer Reviews|Fast Delivery|Unique/Exclusive Products,Complicated return process|Poor customer service|Payment security concerns,Very Important,Very Important,Very Important,Moderately Important,Very Important,Extremely Important,Very Important,Very Important,Very Important,Moderately important,6-10% more,Moderately important,Classic & Timeless,Fashion/Lifestyle Blogs/Magazines|Search Engines (Google)|Platform Recommendations|Word of Mouth (Friends/Family),Home Décor - Furnishings|Fashion Accessories|Ethnic Wear|Wellness - Fitness Products|Wellness - Haircare|Kids' Fashion|Wellness - Skincare,Live shopping events|Subscription boxes|Virtual try-on for clothes/décor|Rent/Trial before purchase,Maybe/Not sure (3),₹1 - ₹500,Definitely yes,YES,N/A,Exclusive Products|Excellent Customer Service|Sustainability Focus,,,Yes
RESP_0758,24:24.4,25-34 years,Female,Tier 3 Cities/Towns,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married without children,03-Apr,2-3 times a month,Instagram Shopping|Amazon|Myntra|Meesho|Ajio,Home Décor - Furnishings|Fashion - Accessories|Fashion - Footwear|Other,Equally use multiple devices,"₹5,001 - ₹10,000",₹0,"₹1,001 - ₹2,500",₹0,Never,Monthly,Never,Fast Delivery|Sustainable/Eco-friendly Products|Customer Reviews,Misleading product descriptions/images|Slow delivery|Too many options (overwhelming)|Lack of Indian/artisan products|Poor quality products,Moderately Important,Extremely Important,Very Important,Not Important,Very Important,Slightly Important,Very Important,Very Important,Not Important,Slightly important,Up to 5% more,Moderately important,Classic & Timeless,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads",Fashion Accessories|Women's Fashion|Home Décor - Decorative Items|Wellness - Fitness Products|Wellness - Supplements,Personalized style recommendations|Same-day delivery|Loyalty rewards program|Rent/Trial before purchase,Maybe/Not sure (3),₹0,Probably yes,NO,Don't trust new platforms,N/A,,,No
RESP_0759,57:14.4,45-54 years,Male,Tier 2 Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹50,001 - ₹75,000",Other,5 or more,Once a week,Flipkart|Pepperfry|Myntra|Meesho|Other|Brand Websites directly|Instagram Shopping,Books|Fashion - Kids' Clothing,Smartphone,"₹1,000 - ₹2,500","₹1,501 - ₹3,000",₹0,₹0,Quarterly,Never,Never,Product Quality|Fast Delivery|Sustainable/Eco-friendly Products,Poor quality products|Complicated return process,Moderately Important,Extremely Important,Moderately Important,Very Important,Moderately Important,Very Important,Moderately Important,Very Important,Moderately Important,Very important,6-10% more,Very important,Impulsive,"Other|Social Media (Instagram, Facebook, YouTube)|Email Newsletters|Platform Recommendations",Footwear|Men's Fashion|Kids' Fashion|Home Décor - Furnishings|Home Décor - Kitchen & Dining,Same-day delivery|Loyalty rewards program|Style consultation services,Definitely will try (5),"₹1,501 - ₹3,000",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Easy Returns,,,Yes
RESP_0760,43:13.4,35-44 years,Female,Metro Cities,Freelancer/Consultant,Professional degree,"₹50,001 - ₹75,000",Married without children,2,2-3 times a month,Myntra|Brand Websites directly|Flipkart|Meesho,Fashion - Accessories|Home Décor - Furnishings|Home Décor - Wall Art|Other|Wellness - Haircare|Home Décor - Kitchen & Dining,Laptop/Desktop,"₹5,001 - ₹10,000","₹5,001 - ₹10,000","₹1 - ₹1,000","₹1,001 - ₹2,000",Every 6 months,Once a year,Every 6 months,Product Variety|Customer Reviews|Product Quality,Poor customer service|Poor quality products|Payment security concerns,Very Important,Extremely Important,Moderately Important,Very Important,Moderately Important,Moderately Important,Extremely Important,Extremely Important,Not Important,Extremely important,6-10% more,Extremely important,Trendy & Fashion-forward,Email Newsletters|Search Engines (Google),Women's Fashion|Fashion Accessories|Home Décor - Furnishings|Footwear|Home Décor - Decorative Items|Men's Fashion|Wellness - Haircare,Rent/Trial before purchase|Same-day delivery|Style consultation services,Probably will try (4),"₹501 - ₹1,500",Probably yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Easy Returns,,,Yes
RESP_0761,46:41.4,18-24 years,Male,Metro Cities,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"₹1,00,001 - ₹1,50,000",Single,2,Multiple times a week,Amazon|Nykaa|Ajio|Instagram Shopping|Flipkart|Myntra,Wellness - Fitness Equipment|Books|Home Décor - Furniture|Home Décor - Wall Art|Fashion - Accessories,Equally use multiple devices,"Below ₹1,000","₹1,501 - ₹3,000","₹1 - ₹1,000","Above ₹5,000",Quarterly,Every 6 months,Monthly,Customer Reviews|User-friendly Website/App|Customer Service,Other|Misleading product descriptions/images|Lack of Indian/artisan products|Poor customer service,Moderately Important,Very Important,Extremely Important,Not Important,Moderately Important,Very Important,Moderately Important,Very Important,Extremely Important,Very important,More than 20% extra,Very important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Word of Mouth (Friends/Family)|Online Ads",Footwear|Wellness - Fitness Products,Custom/personalized products|Personalized style recommendations|Loyalty rewards program|Live shopping events|Subscription boxes|Same-day delivery,Definitely will try (5),"₹1,501 - ₹3,000",Definitely yes,NO,Already satisfied with current platforms,N/A,,,No
RESP_0762,49:05.4,25-34 years,Female,Metro Cities,Freelancer/Consultant,Professional degree,"₹1,50,001 - ₹2,00,000",Single,1 (Living alone),Once a month,Flipkart|Amazon|Brand Websites directly|FirstCry,Fashion - Women's Clothing|Home Décor - Wall Art|Fashion - Accessories|Wellness - Haircare|Books|Wellness - Supplements & Vitamins|Wellness - Aromatherapy|Electronics,Smartphone,"₹5,001 - ₹10,000","₹1,501 - ₹3,000","₹1 - ₹1,000","₹1 - ₹1,000",Quarterly,Quarterly,Every 6 months,Product Quality|Customer Reviews|Sustainable/Eco-friendly Products,Slow delivery|Too many options (overwhelming)|Lack of personalization,Extremely Important,Extremely Important,Moderately Important,Slightly Important,Very Important,Moderately Important,Very Important,Extremely Important,Very Important,Moderately important,Up to 5% more,Moderately important,Planned & Researched,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads|Other|Word of Mouth (Friends/Family)",Women's Fashion|Home Décor - Furnishings|Home Décor - Furniture|Men's Fashion,Rent/Trial before purchase|Loyalty rewards program|Style consultation services|Subscription boxes,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,NO,Don't trust new platforms,N/A,,,No
